id,Rings
90759,7.5071235
90760,7.8751802
90761,10.179194
90762,9.197826
90763,9.393435
90764,13.509782
90765,10.710055
90766,7.500709
90767,14.400616
90768,12.358426
90769,6.135312
90770,11.226434
90771,10.748361
90772,5.914538
90773,8.054529
90774,7.493229
90775,9.712705
90776,7.556089
90777,12.315467
90778,10.750615
90779,10.280139
90780,10.533692
90781,11.146117
90782,7.8896065
90783,11.613953
90784,6.877119
90785,8.35119
90786,6.169855
90787,8.910148
90788,4.0234294
90789,11.674762
90790,8.557834
90791,6.803865
90792,6.9021525
90793,6.645627
90794,5.8244243
90795,11.476506
90796,10.767818
90797,10.113467
90798,11.669724
90799,8.264172
90800,16.005331
90801,10.064783
90802,6.882793
90803,10.889441
90804,16.5049
90805,10.682045
90806,8.748373
90807,10.627786
90808,9.663201
90809,12.703308
90810,9.338418
90811,9.339357
90812,5.93179
90813,9.993156
90814,7.4290066
90815,7.984419
90816,5.508856
90817,9.885608
90818,9.50619
90819,7.0181527
90820,6.909736
90821,9.786488
90822,6.9558372
90823,5.9113564
90824,13.2348585
90825,8.119126
90826,5.6001
90827,4.10031
90828,10.302019
90829,11.462104
90830,9.434881
90831,8.411051
90832,9.287083
90833,11.748073
90834,9.896802
90835,9.366187
90836,8.945034
90837,5.2777586
90838,11.331718
90839,8.350391
90840,9.219055
90841,11.571757
90842,13.372577
90843,10.818267
90844,13.566004
90845,10.835646
90846,11.883695
90847,6.9943376
90848,9.511526
90849,9.499357
90850,8.938
90851,13.410701
90852,6.2394857
90853,11.280854
90854,11.922919
90855,7.087028
90856,8.862968
90857,10.9348545
90858,11.765183
90859,10.37419
90860,13.189327
90861,9.541211
90862,11.398943
90863,8.908404
90864,8.654297
90865,15.117904
90866,15.759901
90867,11.91645
90868,12.469778
90869,8.098075
90870,13.061214
90871,11.938928
90872,15.794443
90873,8.179307
90874,14.45691
90875,8.508844
90876,10.607318
90877,9.234203
90878,8.021418
90879,9.022944
90880,8.260048
90881,13.343697
90882,10.894338
90883,11.963782
90884,13.020871
90885,10.386176
90886,13.76296
90887,5.627558
90888,9.266554
90889,13.166179
90890,10.643321
90891,11.440929
90892,11.009283
90893,4.352789
90894,11.714463
90895,11.495445
90896,6.578621
90897,5.5804443
90898,6.236677
90899,14.007793
90900,11.385423
90901,12.290038
90902,8.607933
90903,6.885735
90904,7.1580043
90905,7.748572
90906,7.5006523
90907,9.937389
90908,4.395831
90909,13.945194
90910,9.607222
90911,8.298189
90912,17.670488
90913,9.105878
90914,9.139032
90915,6.8215013
90916,8.809279
90917,12.700314
90918,7.596195
90919,8.725007
90920,12.180929
90921,6.9020143
90922,7.6220717
90923,9.650935
90924,10.309769
90925,10.850919
90926,10.630097
90927,10.550139
90928,13.883859
90929,13.025982
90930,10.430625
90931,11.249026
90932,13.875318
90933,9.825135
90934,13.973376
90935,8.467045
90936,10.167104
90937,11.538768
90938,9.197353
90939,9.414913
90940,8.182943
90941,7.5536966
90942,5.5316987
90943,13.082642
90944,7.094629
90945,9.625547
90946,9.094803
90947,10.605897
90948,11.2057085
90949,13.067777
90950,11.253237
90951,9.741542
90952,8.096503
90953,7.209019
90954,11.205849
90955,8.328078
90956,8.269478
90957,10.446884
90958,4.0949016
90959,7.3626013
90960,11.2531805
90961,6.9610147
90962,10.89499
90963,5.633874
90964,11.476589
90965,6.4424014
90966,11.151632
90967,9.528083
90968,11.836331
90969,9.908245
90970,9.7794695
90971,7.525553
90972,9.577844
90973,10.893082
90974,9.005391
90975,10.834891
90976,8.047071
90977,8.479504
90978,6.5040917
90979,9.2680025
90980,8.918372
90981,12.148895
90982,12.963668
90983,4.107091
90984,9.323877
90985,6.2336283
90986,13.517551
90987,8.532907
90988,8.519481
90989,11.811177
90990,9.362296
90991,8.058785
90992,4.736411
90993,8.992102
90994,12.461191
90995,7.0632987
90996,15.32524
90997,9.636028
90998,6.9728193
90999,6.109258
91000,11.735382
91001,7.433898
91002,8.626361
91003,10.890045
91004,9.80876
91005,7.8360415
91006,12.228689
91007,8.266303
91008,7.78994
91009,11.4637575
91010,9.951726
91011,10.112023
91012,8.820277
91013,10.131727
91014,8.954618
91015,9.232202
91016,7.4546213
91017,12.366232
91018,7.3082128
91019,11.158753
91020,8.103547
91021,11.591925
91022,8.435568
91023,5.3126874
91024,6.8772736
91025,11.832944
91026,8.836922
91027,7.3440447
91028,11.548733
91029,10.463045
91030,8.743021
91031,8.604951
91032,6.8693347
91033,4.5300865
91034,10.326191
91035,9.026401
91036,12.549974
91037,7.08092
91038,13.154786
91039,11.478398
91040,8.823427
91041,7.8020673
91042,10.413947
91043,11.446555
91044,7.4402947
91045,8.061407
91046,8.119353
91047,6.9260044
91048,10.377682
91049,9.958506
91050,10.425935
91051,8.932511
91052,10.656892
91053,10.5516615
91054,8.3218975
91055,7.3253865
91056,13.675293
91057,10.794451
91058,16.038671
91059,12.937562
91060,9.216815
91061,8.057291
91062,15.205893
91063,8.499948
91064,9.859115
91065,9.343755
91066,9.288607
91067,9.08988
91068,10.703779
91069,8.852397
91070,8.147749
91071,7.9702954
91072,5.360719
91073,6.198707
91074,13.863207
91075,7.2441454
91076,12.08631
91077,8.064511
91078,6.7009854
91079,7.2816615
91080,8.802177
91081,7.5640297
91082,9.868438
91083,10.610276
91084,8.013573
91085,12.694554
91086,10.92352
91087,12.634081
91088,9.31838
91089,9.547936
91090,11.01792
91091,9.407687
91092,10.325079
91093,7.2127166
91094,6.513024
91095,10.761767
91096,11.988302
91097,15.929562
91098,7.0125813
91099,6.8998904
91100,9.725159
91101,11.738598
91102,7.7369766
91103,8.94645
91104,9.598952
91105,16.227962
91106,12.433945
91107,6.53227
91108,10.671562
91109,11.703297
91110,13.973722
91111,8.4032955
91112,8.611068
91113,10.051227
91114,5.8457713
91115,10.491443
91116,6.145862
91117,8.616568
91118,6.577659
91119,8.119314
91120,9.379225
91121,9.012687
91122,6.3926096
91123,9.36321
91124,13.432606
91125,8.139284
91126,8.572578
91127,6.300265
91128,6.9127917
91129,8.896611
91130,9.058246
91131,8.233978
91132,12.549939
91133,11.39423
91134,10.171894
91135,7.205928
91136,10.177202
91137,11.225977
91138,8.025083
91139,8.6862755
91140,8.811729
91141,9.029473
91142,10.801477
91143,6.7163677
91144,10.636225
91145,13.177616
91146,5.5889626
91147,10.33968
91148,12.375049
91149,7.4704857
91150,14.937127
91151,10.922233
91152,9.185191
91153,9.391695
91154,7.473341
91155,10.391619
91156,6.6595407
91157,11.843746
91158,9.314152
91159,9.215752
91160,9.088403
91161,9.457935
91162,11.010566
91163,5.6851163
91164,8.813283
91165,12.207607
91166,10.147458
91167,8.7056
91168,16.845207
91169,9.052807
91170,6.967448
91171,8.887716
91172,9.100072
91173,12.799539
91174,6.2054615
91175,9.5617285
91176,11.279965
91177,11.4117
91178,4.5393043
91179,14.401798
91180,12.538247
91181,9.205336
91182,10.513042
91183,7.1077886
91184,6.5725102
91185,11.902215
91186,9.650383
91187,9.293261
91188,9.660856
91189,11.757514
91190,5.771279
91191,8.325706
91192,12.806765
91193,8.120353
91194,7.9146266
91195,7.8938475
91196,8.237566
91197,8.325713
91198,6.8473835
91199,7.0786033
91200,9.836854
91201,9.701716
91202,13.083289
91203,7.95807
91204,7.046972
91205,16.742846
91206,11.453674
91207,13.012244
91208,10.84804
91209,10.279065
91210,6.548274
91211,10.709213
91212,9.197487
91213,6.1037827
91214,13.203494
91215,8.691643
91216,5.4491773
91217,8.365963
91218,9.191526
91219,9.922661
91220,10.266971
91221,6.946983
91222,13.182487
91223,11.336102
91224,9.688209
91225,10.003866
91226,11.425988
91227,6.820779
91228,8.910336
91229,9.510262
91230,10.942755
91231,12.596828
91232,7.069045
91233,15.2725525
91234,7.3853445
91235,9.17696
91236,9.883516
91237,7.329184
91238,8.206766
91239,8.664022
91240,8.72713
91241,11.87536
91242,9.982151
91243,10.237175
91244,13.027107
91245,11.805306
91246,7.121833
91247,9.47841
91248,11.1380415
91249,11.553829
91250,7.1117735
91251,12.610883
91252,11.635517
91253,7.833768
91254,6.851571
91255,12.842745
91256,10.18491
91257,7.1998224
91258,7.982344
91259,14.690459
91260,10.222267
91261,8.367581
91262,8.952819
91263,6.1518292
91264,8.983892
91265,6.8802385
91266,10.779602
91267,7.8836207
91268,7.296189
91269,12.361038
91270,15.133422
91271,6.8005457
91272,8.789034
91273,14.392541
91274,10.633484
91275,9.425995
91276,12.952509
91277,11.133346
91278,11.400204
91279,8.509292
91280,8.692116
91281,7.4535327
91282,11.360273
91283,9.837293
91284,9.481054
91285,9.382448
91286,8.510304
91287,9.586593
91288,9.664047
91289,9.201826
91290,7.4112787
91291,7.195444
91292,18.404236
91293,9.618442
91294,9.120435
91295,14.363599
91296,9.314092
91297,11.576781
91298,16.201517
91299,7.9460115
91300,7.9568276
91301,8.8586445
91302,9.246601
91303,9.436594
91304,11.144753
91305,10.393584
91306,5.8298874
91307,9.244962
91308,10.98252
91309,12.275405
91310,12.382108
91311,8.267919
91312,10.635804
91313,9.522127
91314,6.400792
91315,8.916794
91316,7.3648767
91317,9.731509
91318,8.245098
91319,7.4710236
91320,8.219811
91321,8.056792
91322,4.6623797
91323,9.140296
91324,7.2851486
91325,7.1749206
91326,10.594402
91327,14.580109
91328,10.592868
91329,10.428559
91330,10.294677
91331,9.255987
91332,14.607454
91333,8.555362
91334,10.778179
91335,4.2123485
91336,13.866824
91337,10.504385
91338,10.1387
91339,10.658492
91340,7.6059175
91341,6.1750603
91342,9.783209
91343,7.358965
91344,6.729134
91345,7.4480968
91346,7.932505
91347,12.182246
91348,9.522496
91349,10.031446
91350,4.0704913
91351,12.049077
91352,9.158302
91353,10.587948
91354,9.226968
91355,7.5176435
91356,12.135863
91357,11.028633
91358,17.076551
91359,11.513426
91360,5.8139873
91361,9.581811
91362,8.579072
91363,11.974804
91364,8.687702
91365,8.658605
91366,9.339973
91367,11.023162
91368,6.959926
91369,9.188457
91370,11.122679
91371,8.33748
91372,6.8780355
91373,11.240895
91374,6.70076
91375,8.898245
91376,8.509794
91377,9.791678
91378,11.346018
91379,7.2125683
91380,9.405154
91381,10.812562
91382,4.2906876
91383,7.316223
91384,8.50839
91385,10.988887
91386,9.751862
91387,10.840214
91388,11.871082
91389,5.814275
91390,7.6612473
91391,7.542924
91392,11.645684
91393,8.813853
91394,9.716988
91395,10.5011
91396,10.046714
91397,11.396026
91398,11.566641
91399,7.9667497
91400,6.6814647
91401,9.269009
91402,13.1120615
91403,4.6634526
91404,9.144469
91405,12.228568
91406,12.844305
91407,7.4198337
91408,8.41616
91409,11.687902
91410,9.104004
91411,11.025406
91412,13.68833
91413,9.14402
91414,8.246344
91415,9.159113
91416,9.453537
91417,9.216862
91418,12.664762
91419,12.378349
91420,11.706932
91421,9.628507
91422,9.465846
91423,13.555335
91424,7.107675
91425,9.5844965
91426,7.797768
91427,8.924656
91428,9.899301
91429,7.5884976
91430,14.314927
91431,6.6130047
91432,16.807215
91433,7.4019017
91434,11.09824
91435,10.620251
91436,12.222853
91437,11.391457
91438,8.296712
91439,13.522516
91440,12.631197
91441,7.448839
91442,9.93247
91443,14.589819
91444,10.66214
91445,9.466209
91446,6.559077
91447,16.535414
91448,7.2307353
91449,10.453804
91450,14.25435
91451,12.772076
91452,10.599663
91453,8.1880045
91454,9.757884
91455,16.362339
91456,10.968549
91457,6.356303
91458,9.166991
91459,10.559874
91460,10.389448
91461,10.788293
91462,8.292852
91463,11.459223
91464,9.093808
91465,9.449853
91466,10.079135
91467,18.593084
91468,10.676588
91469,12.787711
91470,7.5636654
91471,9.973255
91472,4.302297
91473,9.759992
91474,11.2311325
91475,9.605455
91476,13.664566
91477,7.0836725
91478,8.613505
91479,4.441209
91480,12.230721
91481,14.934799
91482,9.431823
91483,8.2232895
91484,6.266157
91485,10.326513
91486,9.940089
91487,9.116477
91488,12.380804
91489,14.749453
91490,10.6844635
91491,7.4670186
91492,10.566824
91493,7.4626245
91494,10.937103
91495,10.327585
91496,9.956376
91497,7.878597
91498,7.871873
91499,9.352656
91500,9.393272
91501,9.842796
91502,10.351943
91503,9.511894
91504,7.8494287
91505,7.8365197
91506,11.889963
91507,11.773804
91508,8.617692
91509,10.746504
91510,11.731313
91511,11.2112055
91512,9.885618
91513,8.389716
91514,7.7704997
91515,9.657855
91516,9.811365
91517,4.5835686
91518,11.143299
91519,6.927625
91520,6.866295
91521,11.300459
91522,7.7382555
91523,11.715167
91524,7.0317163
91525,11.857001
91526,8.13149
91527,8.424503
91528,13.435587
91529,10.208773
91530,7.206121
91531,10.390991
91532,14.336714
91533,15.013896
91534,8.659266
91535,8.618781
91536,9.621878
91537,13.269831
91538,7.8770914
91539,8.577393
91540,11.507671
91541,9.496734
91542,10.669078
91543,18.256697
91544,9.444038
91545,7.307841
91546,12.168511
91547,9.065421
91548,10.61589
91549,8.318245
91550,8.575537
91551,8.874335
91552,9.79456
91553,10.087592
91554,6.693159
91555,8.029558
91556,5.886226
91557,11.197558
91558,14.066797
91559,8.39698
91560,9.229229
91561,9.639226
91562,9.702163
91563,7.573967
91564,11.0740595
91565,12.6533575
91566,5.748863
91567,9.2366905
91568,10.934192
91569,4.0353136
91570,9.619767
91571,9.123615
91572,11.7111845
91573,8.085383
91574,10.3492
91575,9.873679
91576,8.777755
91577,10.729253
91578,8.731369
91579,10.901519
91580,10.989855
91581,10.772221
91582,11.195296
91583,8.986537
91584,9.363784
91585,11.49264
91586,12.0335455
91587,6.46964
91588,11.122291
91589,5.5353746
91590,10.806179
91591,5.4959073
91592,7.2287207
91593,5.4476533
91594,8.212876
91595,8.097048
91596,7.1760955
91597,9.281722
91598,11.2305565
91599,11.182057
91600,9.126402
91601,6.708603
91602,10.963197
91603,8.192562
91604,9.962357
91605,8.512887
91606,10.416087
91607,8.518129
91608,7.4542403
91609,16.052225
91610,9.581076
91611,9.686305
91612,12.428688
91613,9.745963
91614,11.550022
91615,9.459397
91616,8.6115465
91617,6.85822
91618,9.191973
91619,9.88629
91620,6.647395
91621,10.014746
91622,8.625776
91623,17.450321
91624,8.860167
91625,6.1398883
91626,9.53132
91627,9.874389
91628,11.144571
91629,10.242631
91630,10.988612
91631,8.633954
91632,10.273898
91633,11.725452
91634,7.56972
91635,9.49837
91636,7.022251
91637,11.702225
91638,10.734673
91639,9.772975
91640,8.612385
91641,5.7551303
91642,10.780899
91643,8.629135
91644,10.525223
91645,5.88478
91646,5.7445827
91647,12.801784
91648,8.8176155
91649,10.173151
91650,9.116687
91651,8.398288
91652,9.701057
91653,7.2373734
91654,6.52865
91655,13.652601
91656,5.486075
91657,7.6032844
91658,6.352278
91659,9.92752
91660,10.203461
91661,9.137437
91662,7.3440185
91663,4.0764503
91664,10.007475
91665,8.800997
91666,17.053764
91667,6.5897827
91668,18.431349
91669,9.850404
91670,7.2822385
91671,7.4876084
91672,7.3557143
91673,10.494628
91674,11.177187
91675,10.542495
91676,9.32246
91677,14.673308
91678,6.3543825
91679,9.689827
91680,13.405543
91681,10.918207
91682,8.385087
91683,4.530777
91684,10.559131
91685,7.2253866
91686,8.608927
91687,10.305787
91688,17.199408
91689,10.039457
91690,7.6077547
91691,4.8056746
91692,11.8143215
91693,9.61791
91694,9.720329
91695,7.530632
91696,7.130612
91697,9.336413
91698,4.0384297
91699,10.808973
91700,7.8414664
91701,11.829446
91702,11.362913
91703,11.202841
91704,7.904776
91705,7.5320106
91706,9.088592
91707,9.702681
91708,11.123094
91709,11.941091
91710,10.181515
91711,15.567567
91712,11.241004
91713,14.460621
91714,13.335238
91715,10.235292
91716,13.889176
91717,12.582009
91718,10.622685
91719,13.0709305
91720,9.855588
91721,11.07309
91722,9.1954565
91723,15.004649
91724,7.2551684
91725,12.662968
91726,8.570877
91727,4.4552484
91728,8.634806
91729,13.324333
91730,9.783121
91731,14.668088
91732,7.067349
91733,11.850111
91734,12.1582155
91735,7.632828
91736,6.2674813
91737,8.050714
91738,8.897993
91739,10.002575
91740,12.589919
91741,9.725548
91742,9.936438
91743,8.418894
91744,9.639905
91745,7.8200426
91746,12.522547
91747,8.624575
91748,11.981654
91749,14.902731
91750,8.896635
91751,6.289131
91752,6.098181
91753,7.0626884
91754,11.696963
91755,8.465504
91756,9.946532
91757,10.819308
91758,10.217135
91759,10.503598
91760,14.413084
91761,8.004871
91762,9.955031
91763,4.9900236
91764,10.985944
91765,10.181887
91766,7.713885
91767,8.33563
91768,10.737225
91769,13.282249
91770,6.82485
91771,14.283044
91772,9.366964
91773,9.486893
91774,11.588119
91775,5.989773
91776,11.414762
91777,4.4077797
91778,15.394
91779,9.131161
91780,6.876243
91781,9.165385
91782,13.375634
91783,9.644363
91784,8.487052
91785,11.4829235
91786,8.954298
91787,12.146255
91788,12.467309
91789,9.175642
91790,10.928721
91791,6.984447
91792,5.703068
91793,10.600753
91794,9.98091
91795,17.79404
91796,7.43349
91797,14.11964
91798,7.9692926
91799,13.2340145
91800,10.694293
91801,8.988197
91802,11.231516
91803,6.1970882
91804,7.2330713
91805,13.902309
91806,7.735784
91807,5.5680656
91808,10.386681
91809,10.743651
91810,13.250648
91811,10.725724
91812,7.1754804
91813,7.5456142
91814,11.066845
91815,9.982238
91816,8.997027
91817,7.3423967
91818,7.1498766
91819,6.323875
91820,8.91022
91821,5.944222
91822,10.229936
91823,13.075386
91824,7.228601
91825,9.122137
91826,7.772262
91827,9.6228695
91828,8.94287
91829,11.599218
91830,6.7424064
91831,8.606221
91832,7.358396
91833,9.504091
91834,10.470919
91835,5.520021
91836,7.620269
91837,8.905372
91838,8.551836
91839,11.728794
91840,7.534318
91841,9.795067
91842,7.4787703
91843,11.350266
91844,4.882842
91845,11.430881
91846,10.013712
91847,6.676415
91848,9.790132
91849,15.081933
91850,9.1340275
91851,10.659465
91852,14.885651
91853,9.802002
91854,6.98732
91855,9.523016
91856,8.395095
91857,7.802268
91858,9.286564
91859,9.036427
91860,8.7636
91861,7.453084
91862,8.91526
91863,7.2192416
91864,4.3401275
91865,12.884814
91866,6.9092298
91867,10.4247465
91868,9.112509
91869,8.884661
91870,11.140396
91871,10.97271
91872,5.2248235
91873,12.552134
91874,9.7419
91875,6.1534934
91876,8.962336
91877,8.283569
91878,10.085275
91879,6.7047567
91880,10.425934
91881,9.341321
91882,14.581171
91883,15.870868
91884,8.87667
91885,5.7519665
91886,5.67427
91887,7.602956
91888,9.202748
91889,12.311559
91890,10.367202
91891,12.552444
91892,4.656063
91893,8.829374
91894,7.277206
91895,11.3973675
91896,9.173515
91897,11.264882
91898,8.698196
91899,14.788361
91900,7.3720965
91901,9.010941
91902,7.8990307
91903,7.274658
91904,10.926566
91905,13.064467
91906,17.801136
91907,10.87291
91908,10.079885
91909,7.034138
91910,14.743673
91911,11.48968
91912,8.171204
91913,8.29879
91914,7.2756143
91915,9.066057
91916,10.118944
91917,11.884789
91918,6.8423862
91919,8.551352
91920,7.1087003
91921,9.820671
91922,13.121124
91923,4.6752357
91924,11.902044
91925,12.260394
91926,12.937838
91927,9.344137
91928,6.99127
91929,9.623182
91930,9.4724
91931,14.3728895
91932,10.477147
91933,7.123557
91934,8.4557705
91935,9.118282
91936,12.029459
91937,10.848286
91938,9.443518
91939,8.280379
91940,14.381323
91941,10.456746
91942,9.857302
91943,12.040519
91944,7.7983117
91945,9.856286
91946,9.981422
91947,9.976215
91948,9.799218
91949,10.095927
91950,10.976295
91951,7.46024
91952,7.7041173
91953,10.181516
91954,11.549581
91955,5.5642295
91956,8.657239
91957,12.556537
91958,9.535037
91959,7.022208
91960,9.53773
91961,8.349985
91962,8.521097
91963,9.730047
91964,10.580574
91965,14.054003
91966,12.410483
91967,7.155148
91968,14.245546
91969,7.3360834
91970,8.624651
91971,12.46501
91972,9.810704
91973,10.934083
91974,9.097621
91975,7.7413907
91976,9.3955
91977,11.134473
91978,9.075781
91979,8.175085
91980,7.1547327
91981,8.602998
91982,9.243584
91983,6.8918033
91984,6.6222653
91985,6.024144
91986,10.049106
91987,8.074698
91988,6.816482
91989,8.444005
91990,9.1450205
91991,8.29431
91992,11.36199
91993,15.428291
91994,4.5469193
91995,9.061797
91996,11.222998
91997,10.635075
91998,9.254148
91999,9.214075
92000,8.198752
92001,11.65223
92002,9.572177
92003,10.080497
92004,9.412038
92005,5.8461423
92006,9.094925
92007,10.861315
92008,10.019029
92009,9.183631
92010,7.3631234
92011,8.457001
92012,11.491996
92013,8.34919
92014,9.306014
92015,6.6177115
92016,10.984232
92017,8.101069
92018,15.328737
92019,10.613601
92020,9.093029
92021,7.680169
92022,9.214922
92023,11.407549
92024,12.757825
92025,14.6784525
92026,9.091877
92027,5.0097733
92028,6.463293
92029,12.267204
92030,11.04636
92031,7.876518
92032,6.9351063
92033,9.678419
92034,7.2558465
92035,9.635807
92036,10.19172
92037,6.969868
92038,7.193841
92039,9.518271
92040,8.15439
92041,8.072348
92042,10.35216
92043,13.230912
92044,8.635208
92045,4.6491156
92046,17.303299
92047,9.822011
92048,8.963606
92049,8.545134
92050,10.684231
92051,7.2302136
92052,11.248929
92053,11.161344
92054,6.7307687
92055,10.071697
92056,11.508195
92057,9.789877
92058,14.0417385
92059,8.056816
92060,9.028508
92061,9.417454
92062,8.071098
92063,6.869411
92064,15.1555605
92065,13.344621
92066,9.910207
92067,5.274566
92068,12.289341
92069,9.125403
92070,11.159114
92071,12.415299
92072,8.31661
92073,6.7294083
92074,12.464671
92075,9.170307
92076,11.599983
92077,8.555146
92078,12.501243
92079,8.657685
92080,7.553321
92081,9.0491705
92082,10.443306
92083,10.46265
92084,11.223726
92085,7.8804646
92086,11.15298
92087,4.67122
92088,7.4974875
92089,8.59638
92090,19.180967
92091,6.549386
92092,7.8211303
92093,7.475839
92094,9.29739
92095,8.399993
92096,11.537799
92097,11.690586
92098,8.14717
92099,10.519214
92100,11.422606
92101,8.69084
92102,11.53933
92103,4.7390366
92104,12.499533
92105,8.123384
92106,13.275152
92107,5.0311885
92108,10.444405
92109,15.22186
92110,6.7769723
92111,13.518303
92112,6.096947
92113,6.8259997
92114,10.22061
92115,10.0675
92116,10.298709
92117,9.546633
92118,14.228037
92119,5.809484
92120,5.8068185
92121,8.893679
92122,9.533309
92123,10.940399
92124,11.545433
92125,12.410339
92126,8.49713
92127,7.5326214
92128,5.5065117
92129,7.3880963
92130,7.0609045
92131,6.898956
92132,9.774905
92133,8.172399
92134,14.378034
92135,6.010545
92136,8.354829
92137,7.2716784
92138,5.6222754
92139,11.040309
92140,6.753519
92141,6.207806
92142,10.559112
92143,6.986025
92144,7.93926
92145,9.451994
92146,9.079208
92147,6.6446433
92148,9.964116
92149,15.697645
92150,9.34507
92151,8.453202
92152,13.078264
92153,7.641689
92154,13.77305
92155,16.512848
92156,8.294556
92157,8.197449
92158,8.78402
92159,13.408559
92160,7.3618207
92161,16.447304
92162,6.4725795
92163,10.745806
92164,10.275795
92165,12.042108
92166,10.331441
92167,16.38287
92168,8.235683
92169,11.674594
92170,8.269826
92171,14.7748165
92172,8.468503
92173,10.716158
92174,11.039885
92175,6.787082
92176,7.7760744
92177,9.581748
92178,13.81552
92179,9.040608
92180,7.6004534
92181,9.568527
92182,8.607376
92183,7.3103957
92184,11.811094
92185,15.765638
92186,12.124839
92187,11.727054
92188,6.9725533
92189,5.1201453
92190,8.496724
92191,7.9471784
92192,10.960098
92193,6.9833765
92194,8.554127
92195,5.2654357
92196,9.222916
92197,6.9824347
92198,9.0183525
92199,8.67933
92200,13.0273
92201,13.069656
92202,7.7849903
92203,10.220773
92204,10.877416
92205,7.9443164
92206,13.798723
92207,9.936308
92208,4.975786
92209,8.857159
92210,9.142775
92211,7.9782743
92212,9.237055
92213,14.146013
92214,8.979032
92215,9.885212
92216,9.912915
92217,5.880468
92218,6.3794584
92219,8.575889
92220,9.590694
92221,10.214051
92222,9.62974
92223,8.052281
92224,10.175972
92225,8.530636
92226,10.815958
92227,10.0180025
92228,10.9109535
92229,7.2489667
92230,10.648736
92231,10.509351
92232,19.187551
92233,13.273916
92234,4.834175
92235,11.061512
92236,12.627009
92237,9.744291
92238,8.195584
92239,6.717789
92240,10.695179
92241,8.601834
92242,11.365934
92243,8.761729
92244,10.857187
92245,8.576557
92246,9.268954
92247,13.40539
92248,8.995729
92249,7.4515705
92250,9.845736
92251,9.132838
92252,9.919094
92253,6.793613
92254,5.005291
92255,8.3752575
92256,8.082938
92257,10.75097
92258,11.688246
92259,8.71266
92260,11.173531
92261,9.806722
92262,10.060489
92263,13.357993
92264,8.345223
92265,8.261968
92266,10.3125305
92267,7.733496
92268,11.8964405
92269,12.58472
92270,7.7450867
92271,6.9067593
92272,14.031846
92273,12.716005
92274,12.961862
92275,16.765848
92276,12.269891
92277,8.796654
92278,11.839226
92279,9.137066
92280,4.632891
92281,13.576579
92282,8.923549
92283,8.578346
92284,7.380825
92285,8.458705
92286,11.254613
92287,9.192611
92288,4.5600824
92289,7.581188
92290,5.8745017
92291,5.778203
92292,8.565498
92293,9.15508
92294,15.338122
92295,10.676201
92296,9.978928
92297,6.2680483
92298,12.041259
92299,11.345801
92300,9.59821
92301,8.482708
92302,4.9999495
92303,9.058772
92304,11.229824
92305,9.498375
92306,14.511116
92307,8.007523
92308,11.887146
92309,10.2068205
92310,10.407459
92311,4.961806
92312,11.407546
92313,8.494442
92314,12.701272
92315,9.088518
92316,6.1511655
92317,7.2153296
92318,7.6837068
92319,4.838237
92320,4.652857
92321,8.385681
92322,7.704504
92323,7.429121
92324,11.822981
